,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
35,Albian Ajeti,West Ham,1.5,15,13,2,0,0,0,0,0,0,0,0,0,12,0,0
36,Ludovic Ajorque,Strasbourg,22.9,516,493,18,0,4,5,13,3,0,0,0,0,354,5,5
37,Manuel Akanji,Dortmund,25.7,1948,1871,74,43,2,20,2,31,0,0,0,0,1764,3,10
38,Marley Ake,Marseille,1.1,28,26,2,0,0,0,1,0,0,0,0,0,25,0,0
39,Nathan Ake,Bournemouth,27.8,1238,1183,52,32,1,3,5,20,0,0,0,0,1079,3,8
40,Chadrac Akolo,Amiens,6.0,209,204,5,3,0,1,6,1,1,0,1,0,169,0,6
41,Kevin Akpoguma,Hoffenheim,12.7,757,727,30,14,0,3,3,16,0,0,0,0,664,0,6
42,David Alaba,Bayern Munich,27.8,2516,2397,115,55,5,14,29,56,4,0,1,0,2263,4,19
43,Sofiane Alakouch,Nîmes,15.6,798,601,196,13,0,4,29,183,0,0,0,0,648,1,20
44,Lucas Alario,Leverkusen,13.0,310,274,32,2,1,3,4,2,0,0,0,0,219,4,12
45,Jordi Alba,Barcelona,24.3,2149,1938,206,33,3,9,65,171,2,0,0,0,1858,5,33
46,Luis Alberto,Lazio,34.6,2296,1977,295,69,28,18,177,21,151,51,73,0,1793,24,38
47,Raul Albiol,Villarreal,36.0,1954,1900,49,46,1,37,3,2,0,0,0,0,1635,5,8
48,Marc Albrighton,Leicester City,9.6,499,464,35,2,3,5,69,23,10,1,6,1,339,0,14
49,Paco Alcacer,Villarreal,10.3,227,200,27,2,2,0,1,1,1,0,0,0,179,0,4
50,Paco Alcacer,Dortmund,5.9,111,93,18,0,0,0,1,0,1,0,0,0,81,0,0
52,Thiago Alcantara,Bayern Munich,19.7,1813,1748,60,52,4,31,7,4,4,3,0,0,1632,5,20
53,Ruben Alcaraz,Valladolid,21.4,1066,956,106,82,1,48,26,3,21,10,3,0,830,4,13
54,Toby Alderweireld,Tottenham,32.9,2009,1915,82,72,12,20,9,10,0,0,0,0,1630,12,10
55,Haitam Aleesami,Amiens,21.3,1195,955,238,24,1,3,44,211,3,0,2,0,906,2,19
56,Alex Alegria,Mallorca,1.2,34,33,0,0,0,1,1,0,0,0,0,0,21,1,0
57,Carles Alena,Barcelona,1.9,157,151,5,1,0,3,4,0,4,0,3,0,141,1,3
58,Carles Alena,Betis,8.2,393,386,5,3,1,4,3,2,0,0,0,0,333,2,6
59,Runar Alex Runarsson,Dijon,10.0,330,221,108,27,0,0,0,0,0,0,0,0,247,1,0
60,Trent Alexander-Arnold,Liverpool,35.3,3230,2573,645,87,5,103,382,396,162,45,76,2,2278,12,69
61,Enrico Alfonso,Brescia,3.1,80,42,38,14,0,0,0,0,0,0,0,0,58,0,0
62,Rachid Alioui,Angers,17.4,476,438,38,2,0,2,15,2,1,1,0,0,345,0,10
63,Alisson,Liverpool,28.3,947,723,222,55,0,3,0,0,0,0,0,0,820,2,0
64,Allan,Napoli,14.2,842,806,33,17,2,6,13,16,0,0,0,0,726,3,16
65,Dele Alli,Tottenham,20.5,841,760,75,14,4,3,7,18,4,0,0,0,632,6,34
66,Miguel Almiron,Newcastle Utd,33.6,884,868,12,1,2,4,41,10,0,0,0,0,681,4,35
67,Marcos Alonso,Chelsea,15.9,1136,966,168,7,1,3,66,160,1,1,0,0,916,2,24
68,Mickael Alphonse,Dijon,15.3,736,571,163,6,0,3,31,157,0,0,0,0,491,2,27
69,Sergio Alvarez,Eibar,12.7,438,428,9,7,0,9,2,2,0,0,0,0,308,1,5
70,Sergio Alvarez,Celta Vigo,2.0,54,31,23,4,0,0,0,0,0,0,0,0,39,0,0
71,Yeray Alvarez,Athletic Club,31.2,1500,1421,70,59,1,29,12,11,0,0,0,0,1164,9,8
72,Bruno Alves,Parma,29.7,1347,1253,90,82,0,45,13,2,0,0,0,0,1107,4,7
73,Steven Alzate,Brighton,13.2,661,605,55,6,1,2,8,49,0,0,0,0,556,1,15
74,Ibrahim Amadou,Norwich City,8.4,374,364,9,6,0,0,1,3,0,0,0,0,324,1,3
75,Ibrahim Amadou,Leganés,8.6,280,278,2,1,1,2,5,1,0,0,0,0,222,0,6
76,Romain Amalfitano,Dijon,18.8,898,873,24,12,5,9,25,8,4,1,3,0,702,1,8
78,Amath,Getafe,0.7,17,16,1,0,0,1,0,0,1,0,0,0,11,0,3
79,Jordan Amavi,Marseille,24.0,1236,1021,215,14,0,1,31,201,0,0,0,0,974,0,22
80,Thierry Ambrose,Metz,6.1,191,190,1,0,0,2,15,0,0,0,0,0,136,0,7
81,Kelvin Amian,Toulouse,18.1,676,533,141,21,1,2,12,120,0,0,0,0,546,2,12
82,Nadiem Amiri,Leverkusen,20.6,1145,972,162,48,7,7,114,34,77,45,25,1,886,11,25
83,Ethan Ampadu,RB Leipzig,0.9,83,81,2,2,0,0,0,0,0,0,0,0,75,0,0
84,Opoku Ampomah,Düsseldorf,5.6,104,100,4,2,1,3,14,1,1,0,1,0,60,0,8
85,Sofyan Amrabat,Hellas Verona,32.4,1738,1638,91,82,6,27,25,9,0,0,0,0,1510,9,16
86,Joachim Andersen,Lyon,17.0,1333,1303,27,26,2,19,1,1,0,0,0,0,1195,3,3
87,Djavan Anderson,Lazio,1.9,66,47,19,3,0,0,2,16,0,0,0,0,58,0,1
88,Felipe Anderson,West Ham,16.6,945,913,29,8,5,11,34,13,5,2,2,0,727,3,30
89,Sebastian Andersson,Union Berlin,29.8,800,778,18,0,0,2,31,0,0,0,0,0,463,4,26
90,Florin Andone,Brighton,0.8,12,11,1,0,0,0,0,0,1,0,0,0,7,0,1
91,Benjamin Andre,Lille,22.8,1236,1208,21,19,1,15,12,1,0,0,0,0,965,7,28
92,Lorenzo Andrenacci,Brescia,5.9,162,76,86,20,0,0,0,0,0,0,0,0,124,0,0
93,Robert Andrich,Union Berlin,28.6,1214,1174,35,20,5,10,39,2,7,2,2,0,857,5,24
94,Victorien Angban,Metz,11.4,620,596,23,17,0,6,3,2,1,0,1,0,542,1,7
95,Miguel Angel Guerrero,Leganés,8.8,194,178,15,0,1,1,4,0,0,0,0,0,145,1,2
96,Jose Angel,Eibar,26.2,1498,1107,379,61,0,33,148,313,5,0,4,0,990,12,30
97,Miguel Angel Moya,Real Sociedad,13.0,462,325,136,36,0,0,0,0,0,0,0,0,367,1,0
98,Angelino,Manchester City,4.7,429,377,50,4,0,1,43,46,0,0,0,0,333,2,8
99,Angelino,RB Leipzig,12.2,767,613,151,19,1,5,80,102,30,20,3,0,574,3,20
100,Faustino Anjorin,Chelsea,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
101,Peter Ankersen,Genoa,11.8,607,528,77,8,0,1,22,69,0,0,0,0,495,2,7
102,Cristian Ansaldi,Torino,19.6,819,660,156,19,0,30,141,130,7,2,0,0,571,3,21
104,Janis Antiste,Toulouse,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105,Michail Antonio,West Ham,19.6,524,480,39,1,5,2,48,25,0,0,0,0,329,5,23
106,Antonito,Valladolid,11.4,464,364,96,1,1,1,36,95,0,0,0,0,326,4,7
107,Mirko Antonucci,Roma,0.9,21,21,0,0,0,0,0,0,0,0,0,0,16,0,0
108,Vitorino Antunes,Getafe,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
109,Christopher Antwi-Adjei,Paderborn 07,27.4,854,703,145,6,1,9,69,107,31,14,5,0,593,6,35
110,Anuar,Valladolid,2.1,105,101,4,3,0,0,1,0,1,0,0,0,89,0,2
111,Houssem Aouar,Lyon,21.7,1082,1030,51,21,5,7,24,5,9,4,4,0,910,1,16
112,Adil Aouchiche,Paris S-G,0.7,31,30,0,0,0,0,0,0,0,0,0,0,22,1,0
113,Dennis Appiah,Nantes,17.8,982,781,199,12,0,1,32,187,0,0,0,0,734,2,20
114,Mauro Arambarri,Getafe,34.1,947,899,42,27,0,26,45,0,13,1,2,1,621,6,25
115,Guilherme Arana,Atalanta,0.9,56,47,9,0,0,0,4,9,0,0,0,0,42,0,3
116,Charles Aranguiz,Leverkusen,23.5,1628,1577,42,37,2,8,13,1,4,1,3,0,1385,9,21
117,Luiz Araujo,Lille,9.2,311,286,23,10,2,1,28,5,7,1,2,0,222,2,12
118,Nestor Araujo,Celta Vigo,32.1,1559,1477,77,74,0,11,0,3,0,0,0,0,1320,5,6
119,Ronald Araujo,Barcelona,2.6,208,204,4,2,0,0,0,1,0,0,0,0,195,0,1
120,Anaitz Arbilla,Eibar,22.3,1215,1063,147,53,0,45,30,94,0,0,0,0,872,5,15
121,Alphonse Areola,Real Madrid,4.0,134,96,38,9,0,0,0,0,0,0,0,0,113,0,0
122,Alphonse Areola,Paris S-G,3.0,58,43,14,5,0,0,0,0,0,0,0,0,57,1,0
123,Santiago Arias,Atlético Madrid,12.0,647,534,110,0,0,2,24,110,0,0,0,0,482,3,11
124,Nicolo Armini,Lazio,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
125,Stuart Armstrong,Southampton,19.1,616,594,21,0,2,0,23,13,0,0,0,0,464,1,30
126,Jose Arnaiz,Osasuna,8.8,172,160,12,0,0,1,7,0,1,1,0,0,130,0,6
127,Jose Arnaiz,Leganés,3.7,95,90,5,1,0,0,12,0,4,1,2,0,72,0,3
128,Maximilian Arnold,Wolfsburg,31.3,1550,1272,264,146,8,33,166,22,90,29,41,5,1160,14,22
130,Kepa Arrizabalaga,Chelsea,33.0,1095,839,251,52,0,2,0,1,0,0,0,0,896,5,1
131,Kwadwo Asamoah,Inter,7.1,372,326,46,3,0,0,18,43,0,0,0,0,298,0,13
132,Santiago Ascacibar,Hertha BSC,7.0,311,295,16,15,0,3,2,1,0,0,0,0,261,0,11
133,Sergio Asenjo,Villarreal,34.0,1035,660,372,90,0,2,0,0,0,0,0,0,742,3,0
134,Marco Asensio,Real Madrid,3.7,158,153,4,2,0,4,11,1,1,0,1,0,131,1,2
135,Kristoffer Askildsen,Sampdoria,0.8,32,31,1,0,0,0,0,1,0,0,0,0,28,0,0
136,Iago Aspas,Celta Vigo,36.2,1311,1217,86,7,9,18,26,15,5,2,0,0,991,8,49
137,Roger Assale,Leganés,5.9,124,121,3,0,2,0,6,2,0,0,0,0,100,0,4
138,Youcef Atal,Nice,11.1,509,440,69,15,0,6,30,52,2,0,0,0,399,0,12
139,Miguel Atienza,Eibar,0.3,14,14,0,0,0,0,0,0,0,0,0,0,9,0,0
140,Christian Atsu,Newcastle Utd,8.3,218,206,10,2,1,0,17,1,6,0,3,0,167,2,7
141,Pierre-Emerick Aubameyang,Arsenal,34.8,912,881,28,0,7,1,89,3,1,0,0,0,614,3,32
142,Emil Audero,Sampdoria,36.0,1039,617,416,125,0,2,0,0,0,0,0,0,674,6,1
143,Tommaso Augello,Sampdoria,12.6,823,691,130,11,0,2,82,118,1,0,0,0,632,2,18
144,Jean-Kevin Augustin,Monaco,3.0,40,39,1,0,0,1,0,0,0,0,0,0,33,0,0
145,Ludwig Augustinsson,Werder Bremen,10.3,546,419,125,17,0,2,57,93,15,5,9,0,386,2,18
146,Serge Aurier,Tottenham,30.0,1676,1409,264,9,0,3,137,255,0,0,0,0,1263,3,51
147,Mathias Autret,Brest,13.6,565,485,74,20,6,9,71,7,46,29,13,0,373,6,10
148,Ezequiel Avila,Osasuna,17.7,316,295,19,0,0,5,23,1,0,0,0,0,170,2,10
149,Javier Aviles,Leganés,2.0,69,69,0,0,0,0,17,0,0,0,0,0,47,0,5
150,Chidozie Awaziem,Leganés,22.2,821,715,105,41,2,15,8,64,0,0,0,0,604,1,12
151,Taiwo Awoniyi,Mainz 05,5.4,109,105,4,0,1,0,9,1,0,0,0,0,73,0,6
152,Florian Aye,Brescia,15.3,310,298,10,0,1,1,7,2,0,0,0,0,207,2,11
153,Jordan Ayew,Crystal Palace,35.0,853,816,34,4,2,2,25,11,1,0,0,0,673,3,24
154,Kaan Ayhan,Düsseldorf,30.3,1816,1670,140,55,4,67,23,85,0,0,0,0,1502,6,20
156,Ramon Azeez,Granada,15.1,388,368,18,4,0,2,7,13,0,0,0,0,303,2,10
157,Cesar Azpilicueta,Chelsea,35.9,2943,2527,407,29,0,12,121,378,0,0,0,0,2317,9,50
158,Ludovic Baal,Brest,9.2,621,518,103,12,0,2,26,91,0,0,0,0,491,0,13
159,Iddrisu Baba,Mallorca,32.3,1276,1245,29,28,2,3,2,1,0,0,0,0,1029,2,26
160,Khouma Babacar,Lecce,15.8,292,281,10,0,1,2,2,2,0,0,0,0,213,1,7
161,Carlos Bacca,Villarreal,7.6,134,124,10,0,0,0,3,0,0,0,0,0,99,0,5
162,Milan Badelj,Fiorentina,17.6,945,894,47,40,4,7,4,2,0,0,0,0,768,4,15
163,Matthias Bader,Köln,0.1,8,4,4,1,0,0,0,3,0,0,0,0,6,0,0
164,Benoit Badiashile,Monaco,15.7,943,910,30,25,2,15,1,5,0,0,0,0,802,3,5
165,Bastian Badu,Montpellier,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
166,Alex Baena,Villarreal,0.2,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0
167,Stephane Bahoken,Angers,10.1,194,174,19,0,0,0,15,2,0,0,0,0,143,1,4
168,Daniel Baier,Augsburg,21.6,897,859,32,27,1,6,5,5,0,0,0,0,667,6,19
169,Leon Bailey,Leverkusen,12.1,479,435,44,10,1,5,78,11,23,13,7,1,316,0,18
170,Eric Bailly,Manchester Utd,1.7,78,76,2,2,0,0,0,0,0,0,0,0,70,0,0
171,Denys Bain,Brest,14.1,693,669,23,23,0,2,0,0,0,0,0,0,631,1,4
172,Leighton Baines,Everton,4.5,218,165,51,6,0,0,27,34,11,9,2,0,176,2,6
173,Stefan Bajic,Saint-Étienne,1.0,19,9,10,2,0,0,0,0,0,0,0,0,18,0,0
174,Tiemoue Bakayoko,Monaco,19.1,961,929,24,24,3,3,10,0,0,0,0,0,811,8,4
175,Lewis Baker,Düsseldorf,6.1,222,213,7,5,0,7,4,0,2,0,2,0,182,2,6
176,Mitchel Bakker,Paris S-G,1.0,95,88,7,2,0,0,1,5,0,0,0,0,92,0,0
177,Ridle Baku,Mainz 05,26.1,1167,989,173,19,3,11,83,154,0,0,0,0,827,5,27
178,Fabian Balbuena,West Ham,13.1,512,489,20,15,1,7,1,5,0,0,0,0,365,3,7
179,Keita Balde,Monaco,9.5,285,267,17,2,0,0,16,5,6,3,0,0,191,1,5
180,George Baldock,Sheffield Utd,38.0,1522,1241,276,5,0,1,128,271,0,0,0,0,1143,5,70
182,Gareth Bale,Real Madrid,12.1,500,481,14,0,0,15,45,14,0,0,0,0,363,5,10
183,Mikel Balenziaga,Athletic Club,6.3,262,205,55,0,0,0,14,55,0,0,0,0,183,2,10
184,Leonardo Balerdi,Dortmund,1.5,132,130,2,2,0,4,0,0,0,0,0,0,115,0,4
185,Marco Ballarini,Udinese,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
186,Fode Ballo-Toure,Monaco,18.7,874,713,159,13,1,2,61,146,0,0,0,0,681,2,22
187,Florent Balmont,Dijon,4.5,263,244,18,11,0,0,9,4,3,1,1,1,213,1,1
188,Mario Balotelli,Brescia,15.6,360,336,21,2,2,10,8,2,0,0,0,0,231,3,2
189,Abdoulaye Bamba,Angers,6.2,277,219,58,3,0,1,15,55,0,0,0,0,204,0,5
190,Jonathan Bamba,Lille,21.5,835,766,63,15,7,5,51,17,31,17,10,0,662,6,19
191,Ever Banega,Sevilla,27.5,2401,2122,263,132,9,70,164,10,121,46,49,3,1959,16,39
192,Mattia Bani,Bologna,24.5,1169,1117,49,43,0,9,6,6,0,0,0,0,936,3,12
193,Antonin Barak,Udinese,2.2,101,94,7,3,0,0,7,2,2,1,1,0,75,0,5
194,Antonin Barak,Lecce,15.2,679,664,13,7,2,8,20,5,1,0,0,0,552,2,15
195,Federico Barba,Valladolid,5.0,218,176,40,4,0,5,5,36,0,0,0,0,140,2,3
196,Danilo Barbosa,Nice,12.5,793,773,19,19,1,2,1,0,0,0,0,0,725,1,5
197,Melvin Bard,Lyon,0.5,47,42,5,0,0,0,3,5,0,0,0,0,40,0,1
198,Enis Bardhi,Levante,23.5,865,792,70,18,2,12,65,9,35,20,4,0,627,3,31
199,Phil Bardsley,Burnley,21.0,921,673,240,18,3,7,33,222,0,0,0,0,604,8,17
200,Nicolo Barella,Inter,22.4,1237,1214,16,10,1,19,38,5,1,0,0,0,1007,7,30
201,Philipp Bargfrede,Werder Bremen,6.5,272,269,2,2,0,2,3,0,0,0,0,0,198,1,6
202,Antonino Barilla,Parma,18.8,523,505,15,3,1,1,25,2,7,3,2,0,399,3,14
203,Kike Barja,Osasuna,3.5,84,83,0,0,1,0,10,0,0,0,0,0,57,1,2
204,Ross Barkley,Chelsea,12.3,635,619,14,8,6,9,12,3,3,1,0,0,555,2,8
205,Aymen Barkok,Düsseldorf,0.9,29,29,0,0,0,2,0,0,0,0,0,0,17,0,0
206,Ashley Barnes,Burnley,15.0,259,255,2,0,3,0,5,1,0,0,0,0,138,2,14
208,Harvey Barnes,Leicester City,23.1,745,740,1,0,5,3,41,1,0,0,0,0,562,4,17
209,Antonio Barragan,Betis,7.1,468,404,61,7,0,1,34,54,0,0,0,0,377,3,7
210,Antonio Barreca,Genoa,12.2,396,319,76,3,0,1,62,73,0,0,0,0,260,1,22
211,Leandro Barreiro Martins,Mainz 05,10.4,364,348,15,10,0,4,5,1,4,1,2,0,276,1,8
212,Ander Barrenetxea,Real Sociedad,4.9,186,178,7,0,1,4,23,7,0,0,0,0,134,1,8
213,Edgar Barreto,Sampdoria,1.0,31,30,1,1,1,0,0,0,0,0,0,0,27,0,0
214,Musa Barrow,Bologna,15.0,596,523,69,12,3,18,59,10,36,26,4,0,427,4,9
215,Musa Barrow,Atalanta,2.1,53,52,1,0,1,2,3,0,1,0,0,0,39,0,3
216,Fin Bartels,Werder Bremen,3.8,153,147,6,0,0,0,10,5,1,1,0,0,110,0,9
217,Marc Bartra,Betis,28.0,1681,1600,73,72,3,21,2,0,0,0,0,0,1426,8,8
218,Daniele Baselli,Torino,14.2,723,622,96,59,1,8,51,5,32,2,4,0,576,5,5
219,Chris Basham,Sheffield Utd,36.0,1546,1349,190,18,0,10,51,172,0,0,0,0,1091,7,25
220,Toma Basic,Bordeaux,11.0,590,538,52,21,3,4,47,2,29,24,3,0,457,0,7
221,Thomas Basila,Nantes,4.6,255,227,26,2,0,0,6,24,0,0,0,0,205,2,2
222,Gil Bastiao Dias,Granada,4.0,132,118,13,3,0,2,4,10,0,0,0,0,101,1,1
223,Gil Bastiao Dias,Monaco,11.7,645,545,99,5,0,1,23,89,5,0,5,0,512,1,13
224,Borja Baston,Aston Villa,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
225,Alessandro Bastoni,Inter,21.3,1460,1368,85,63,1,27,20,22,0,0,0,0,1278,7,17
226,Bastos,Lazio,8.5,422,408,13,11,0,1,1,2,0,0,0,0,374,1,5
227,Oliver Batista-Meier,Bayern Munich,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
228,Michy Batshuayi,Chelsea,2.7,78,69,9,0,0,0,0,0,0,0,0,0,64,0,2
229,Cristian Battocchio,Brest,15.5,864,782,81,40,2,13,44,11,29,15,8,1,678,1,8
230,Oliver Baumann,Hoffenheim,30.0,1285,917,364,102,0,2,0,0,0,0,0,0,1006,4,0
231,Julian Baumgartlinger,Leverkusen,19.9,1124,1076,44,40,2,11,3,4,0,0,0,0,1013,4,10
232,Christoph Baumgartner,Hoffenheim,16.6,496,457,34,2,0,2,17,6,8,4,4,0,344,5,24
234,Noah Joel Sarenren Bazee,Augsburg,4.2,73,73,0,0,0,0,10,0,0,0,0,0,36,0,15
235,Ihlas Bebou,Hoffenheim,23.4,640,607,26,1,4,0,37,14,0,0,0,0,429,7,26
236,Rodrigo Becao,Udinese,24.6,1036,987,47,41,0,12,5,6,0,0,0,0,878,2,11
237,Sheraldo Becker,Union Berlin,6.0,134,132,1,0,0,2,17,1,0,0,0,0,77,1,6
238,Timo Becker,Schalke 04,3.7,147,120,25,1,0,0,4,24,0,0,0,0,112,2,5
239,Jan Bednarek,Southampton,34.0,1595,1509,82,29,0,7,1,53,0,0,0,0,1183,4,14
240,Asmir Begovic,Milan,1.4,38,19,19,7,0,0,0,0,0,0,0,0,31,0,0
241,Valon Behrami,Genoa,12.3,441,424,14,14,0,2,1,0,0,0,0,0,365,3,9
242,Maximilian Beier,Hoffenheim,1.2,19,16,3,0,0,0,3,0,0,0,0,0,12,0,1
243,Gaetan Belaud,Brest,6.4,372,298,73,5,0,7,14,68,0,0,0,0,290,1,3
244,Ishak Belfodil,Hoffenheim,3.0,58,56,2,0,2,0,0,0,0,0,0,0,45,0,2
245,Haris Belkebla,Brest,20.2,851,834,17,17,1,4,4,0,0,0,0,0,730,0,16
246,Raoul Bellanova,Atalanta,0.2,15,14,1,0,0,0,0,1,0,0,0,0,14,0,0
247,Raoul Bellanova,Bordeaux,0.7,28,21,7,1,0,0,0,6,0,0,0,0,22,0,0
248,Karim Bellarabi,Leverkusen,15.8,704,651,47,1,3,4,110,46,0,0,0,0,470,6,29
249,Jean-Ricner Bellegarde,Strasbourg,16.6,705,679,25,13,1,15,33,1,11,2,7,0,589,1,11
250,Hector Bellerin,Arsenal,12.9,711,583,126,14,0,3,27,112,0,0,0,0,575,2,30
251,Andrea Belotti,Torino,33.4,759,706,51,3,0,10,47,2,0,0,0,0,495,2,49
252,Fran Beltran,Celta Vigo,20.3,874,844,27,15,0,8,17,2,10,1,3,1,761,3,16
253,Sami Ben Amar,Nîmes,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
254,Hatem Ben Arfa,Valladolid,1.8,54,48,6,1,0,3,0,0,0,0,0,0,41,0,1
255,Wissam Ben Yedder,Monaco,24.0,819,776,38,4,12,3,32,5,0,0,0,0,591,5,34
256,Marco Benassi,Fiorentina,10.9,351,338,11,2,1,1,19,7,0,0,0,0,259,2,6
257,Cristian Benavente,Nantes,3.9,160,148,12,1,1,0,5,4,0,0,0,0,126,0,3
258,Lars Bender,Leverkusen,15.3,1077,913,162,15,0,8,20,147,0,0,0,0,907,2,22
260,Sven Bender,Leverkusen,30.3,2565,2505,51,50,1,7,1,1,0,0,0,0,2333,9,5
261,Dario Benedetto,Marseille,23.3,503,449,51,0,4,22,6,2,0,0,0,0,328,3,15
262,Laszlo Benes,M'Gladbach,10.0,527,446,74,28,4,7,59,11,34,15,14,0,392,7,7
263,Walter Benitez,Nice,26.0,788,539,249,35,0,1,0,0,0,0,0,0,673,0,1
264,Loris Benito,Bordeaux,21.1,1333,1137,193,22,0,2,46,170,1,0,0,0,1098,3,31
265,Bilal Benkhedim,Saint-Étienne,1.5,66,60,6,2,0,0,8,0,4,2,2,0,49,0,3
266,Ismael Bennacer,Milan,27.6,1806,1682,117,72,1,22,34,3,25,3,20,0,1571,7,21
267,Ryan Bennett,Wolves,6.7,245,232,13,0,0,2,4,13,0,0,0,0,182,0,1
268,Ryan Bennett,Leicester City,3.7,227,206,21,1,0,3,2,20,0,0,0,0,179,0,3
269,Keanan Bennetts,M'Gladbach,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
270,Yassine Benrahou,Bordeaux,1.9,107,94,12,4,0,1,8,4,4,4,0,0,82,1,1
271,Yassine Benrahou,Nîmes,8.5,323,247,75,32,1,2,66,1,42,23,13,3,212,1,4
272,Ramy Bensebaini,M'Gladbach,16.1,953,772,179,28,2,2,28,151,0,0,0,0,732,2,19
273,Nabil Bentaleb,Newcastle Utd,8.3,409,397,11,10,0,4,2,0,0,0,0,0,348,1,8
