,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
610,Bryan Cristante,ITA,MF,Pescara,it Serie A,21.0,1995.0,10.9,1.0,0.0,0.0,28.0,7.0,1.0,12.0,12.0,20.0,0.0,0.0,0.0
611,Sebastián Cristóforo,URY,MF,Fiorentina,it Serie A,22.0,1993.0,7.7,1.0,0.0,0.0,16.0,21.0,2.0,8.0,11.0,11.0,1.0,0.0,0.0
612,Enzo Crivelli,FRA,FW,Bastia,fr Ligue 1,21.0,1995.0,23.0,7.0,2.0,1.0,41.0,39.0,12.0,0.0,6.0,14.0,0.0,0.0,0.0
613,Daniele Croce,ITA,MF,Empoli,it Serie A,33.0,1982.0,32.5,4.0,0.0,0.0,40.0,100.0,2.0,86.0,41.0,55.0,0.0,1.0,0.0
614,Luca Crosta,ITA,GK,Cagliari,it Serie A,18.0,1998.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,Peter Crouch,GBR,FW,Stoke City,eng Premier League,35.0,1981.0,14.9,3.0,0.0,0.0,26.0,18.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0
616,Juan Cuadrado,COL,"MF,FW",Juventus,it Serie A,28.0,1988.0,23.3,8.0,0.0,0.0,41.0,81.0,6.0,82.0,28.0,39.0,0.0,0.0,0.0
617,Adrián Cubas,PRY,MF,Pescara,it Serie A,20.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
618,Iván Cuéllar,ESP,GK,Sporting Gijón,es La Liga,32.0,1984.0,36.0,5.0,0.0,0.0,1.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
619,Isaac Cuenca,ESP,"MF,DF",Granada,es La Liga,25.0,1991.0,19.4,4.0,0.0,0.0,23.0,27.0,3.0,39.0,28.0,27.0,0.0,0.0,0.0
620,Joffrey Cuffaut,FRA,DF,Nancy,fr Ligue 1,28.0,1988.0,28.5,8.0,0.0,0.0,29.0,39.0,2.0,67.0,54.0,50.0,0.0,0.0,1.0
621,Giuseppe Cuomo,ITA,DF,Crotone,it Serie A,18.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Patrick Cutrone,ITA,FW,Milan,it Serie A,18.0,1998.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Wylan Cyprien,FRA,MF,Nice,fr Ligue 1,21.0,1995.0,27.0,2.0,0.0,0.0,27.0,68.0,2.0,25.0,14.0,27.0,0.0,0.0,0.0
625,Marco D'Alessandro,ITA,"MF,FW",Atalanta,it Serie A,25.0,1991.0,8.5,2.0,0.0,0.0,13.0,26.0,1.0,48.0,8.0,10.0,0.0,0.0,0.0
626,Danilo D'Ambrosio,ITA,DF,Inter,it Serie A,27.0,1988.0,31.4,4.0,0.0,0.0,71.0,51.0,2.0,71.0,66.0,61.0,0.0,1.0,0.0
627,Damien Da Silva,FRA,DF,Caen,fr Ligue 1,28.0,1988.0,35.2,4.0,3.0,1.0,34.0,33.0,0.0,6.0,79.0,61.0,0.0,1.0,1.0
628,Bryan Dabo,BFA,"MF,DF",Saint-Étienne,fr Ligue 1,24.0,1992.0,7.1,3.0,0.0,0.0,12.0,18.0,1.0,0.0,8.0,5.0,0.0,1.0,0.0
629,Mouhamadou Dabo,FRA,DF,Caen,fr Ligue 1,29.0,1986.0,1.6,1.0,0.0,0.0,6.0,3.0,0.0,9.0,5.0,2.0,0.0,1.0,0.0
630,Mahmoud Dahoud,DEU,MF,M'Gladbach,de Bundesliga,20.0,1996.0,25.3,3.0,0.0,0.0,42.0,35.0,4.0,2.0,51.0,55.0,0.0,1.0,0.0
631,Dario Dainelli,ITA,DF,Chievo,it Serie A,37.0,1979.0,24.3,8.0,0.0,0.0,29.0,23.0,1.0,0.0,76.0,27.0,0.0,0.0,1.0
632,Felipe dal Belo,BRA,DF,Udinese,it Serie A,32.0,1984.0,31.3,9.0,0.0,0.0,27.0,17.0,1.0,9.0,78.0,36.0,0.0,0.0,0.0
633,Maurice Dalé,FRA,FW,Nancy,fr Ligue 1,31.0,1985.0,16.2,1.0,0.0,0.0,24.0,22.0,26.0,12.0,7.0,8.0,0.0,0.0,0.0
634,Gaël Danic,FRA,MF,Bastia,fr Ligue 1,34.0,1981.0,20.5,8.0,2.0,1.0,25.0,24.0,4.0,122.0,22.0,23.0,0.0,0.0,0.0
635,Charlie Daniels,GBR,DF,Bournemouth,eng Premier League,29.0,1986.0,34.0,1.0,0.0,0.0,12.0,27.0,0.0,87.0,51.0,40.0,1.0,1.0,0.0
636,Danilo,BRA,DF,Real Madrid,es La Liga,25.0,1991.0,16.5,2.0,0.0,0.0,18.0,22.0,2.0,31.0,37.0,34.0,0.0,0.0,0.0
637,Scott Dann,GBR,DF,Crystal Palace,eng Premier League,29.0,1987.0,20.0,2.0,0.0,0.0,13.0,13.0,0.0,3.0,32.0,11.0,0.0,1.0,0.0
638,Kevin Danso,AUT,DF,Augsburg,de Bundesliga,17.0,1998.0,6.8,0.0,0.0,0.0,10.0,7.0,0.0,0.0,19.0,10.0,1.0,0.0,0.0
639,Dante,BRA,DF,Nice,fr Ligue 1,32.0,1983.0,33.0,5.0,0.0,0.0,26.0,19.0,0.0,0.0,41.0,24.0,0.0,0.0,0.0
640,Romain Danzé,FRA,DF,Rennes,fr Ligue 1,30.0,1986.0,34.4,2.0,0.0,0.0,31.0,11.0,1.0,65.0,66.0,42.0,0.0,1.0,0.0
641,Sergi Darder,ESP,MF,Lyon,fr Ligue 1,22.0,1993.0,15.7,3.0,0.0,0.0,15.0,17.0,2.0,4.0,15.0,10.0,0.0,0.0,0.0
642,Vladimír Darida,CZE,MF,Hertha BSC,de Bundesliga,25.0,1990.0,22.7,6.0,0.0,0.0,32.0,34.0,3.0,82.0,34.0,23.0,0.0,1.0,0.0
643,Matteo Darmian,ITA,DF,Manchester Utd,eng Premier League,26.0,1989.0,14.8,3.0,0.0,0.0,19.0,15.0,1.0,19.0,38.0,28.0,0.0,0.0,0.0
644,Ben Davies,GB-WLS,"DF,MF",Tottenham,eng Premier League,23.0,1993.0,19.3,1.0,0.0,0.0,13.0,26.0,2.0,75.0,12.0,30.0,0.0,0.0,0.0
645,Curtis Davies,GBR,DF,Hull City,eng Premier League,31.0,1985.0,23.7,4.0,0.0,0.0,12.0,22.0,0.0,5.0,92.0,25.0,0.0,1.0,1.0
646,Tom Davies,GBR,MF,Everton,eng Premier League,18.0,1998.0,17.2,4.0,0.0,0.0,25.0,37.0,4.0,11.0,20.0,26.0,0.0,0.0,0.0
647,Steven Davis,NIC,MF,Southampton,eng Premier League,31.0,1985.0,29.4,3.0,0.0,0.0,18.0,13.0,1.0,71.0,26.0,41.0,0.0,1.0,0.0
648,Craig Dawson,GBR,DF,West Brom,eng Premier League,26.0,1990.0,36.4,10.0,0.0,0.0,55.0,37.0,2.0,85.0,61.0,46.0,0.0,0.0,0.0
650,Michael Dawson,GBR,DF,Hull City,eng Premier League,32.0,1983.0,19.1,4.0,0.0,0.0,13.0,6.0,1.0,0.0,29.0,12.0,0.0,1.0,1.0
651,Kevin De Bruyne,BEL,MF,Manchester City,eng Premier League,25.0,1991.0,32.0,4.0,0.0,0.0,37.0,40.0,3.0,276.0,24.0,35.0,1.0,0.0,0.0
652,Pietro De Giorgio,ITA,MF,Crotone,it Serie A,33.0,1983.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
653,Sebastien De Maio,FRA,DF,Fiorentina,it Serie A,29.0,1987.0,6.0,1.0,0.0,0.0,7.0,1.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0
654,Rodrigo De Paul,ARG,"FW,MF",Udinese,it Serie A,22.0,1994.0,26.0,7.0,1.0,0.0,38.0,50.0,1.0,176.0,16.0,42.0,0.0,1.0,0.0
655,Nill De Pauw,COD,"FW,MF",Guingamp,fr Ligue 1,26.0,1990.0,8.5,1.0,0.0,0.0,13.0,3.0,6.0,22.0,7.0,10.0,0.0,1.0,0.0
656,Daniele De Rossi,ITA,MF,Roma,it Serie A,33.0,1983.0,26.0,9.0,0.0,0.0,23.0,25.0,2.0,29.0,61.0,49.0,0.0,0.0,0.0
657,Morgan De Sanctis,ITA,GK,Monaco,fr Ligue 1,39.0,1977.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Mattia De Sciglio,ITA,DF,Milan,it Serie A,23.0,1992.0,23.2,4.0,0.0,0.0,23.0,11.0,0.0,46.0,29.0,34.0,0.0,2.0,0.0
659,Lorenzo De Silvestri,ITA,DF,Torino,it Serie A,28.0,1988.0,13.9,1.0,0.0,0.0,23.0,13.0,2.0,29.0,18.0,10.0,0.0,2.0,0.0
660,Lucas Deaux,FRA,MF,Guingamp,fr Ligue 1,27.0,1988.0,34.2,4.0,0.0,0.0,69.0,26.0,4.0,29.0,53.0,62.0,0.0,1.0,0.0
661,Mathieu Debuchy,FRA,DF,Arsenal,eng Premier League,31.0,1985.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
662,Troy Deeney,GBR,FW,Watford,eng Premier League,28.0,1988.0,32.7,7.0,0.0,0.0,42.0,28.0,20.0,16.0,18.0,16.0,0.0,0.0,1.0
663,Jermain Defoe,GBR,FW,Sunderland,eng Premier League,33.0,1982.0,36.9,1.0,0.0,0.0,25.0,30.0,36.0,19.0,4.0,14.0,1.0,0.0,0.0
664,Steven Defour,BEL,MF,Burnley,eng Premier League,28.0,1988.0,11.9,1.0,0.0,0.0,14.0,8.0,2.0,70.0,33.0,16.0,0.0,0.0,0.0
665,Grégoire Defrel,MTQ,FW,Sassuolo,it Serie A,25.0,1991.0,21.7,1.0,0.0,0.0,32.0,29.0,16.0,3.0,7.0,15.0,2.0,0.0,0.0
666,Alessandro Deiola,ITA,MF,Cagliari,it Serie A,20.0,1995.0,2.7,2.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
667,Damien Delaney,IRL,DF,Crystal Palace,eng Premier League,35.0,1981.0,22.4,8.0,0.0,0.0,25.0,14.0,1.0,5.0,43.0,22.0,0.0,1.0,0.0
668,Thomas Delaney,DNK,MF,Werder Bremen,de Bundesliga,24.0,1991.0,10.2,3.0,0.0,0.0,26.0,16.0,0.0,2.0,30.0,16.0,0.0,0.0,0.0
669,Jonathan Delaplace,FRA,MF,Caen,fr Ligue 1,30.0,1986.0,29.3,3.0,0.0,0.0,35.0,37.0,2.0,52.0,42.0,53.0,2.0,0.0,0.0
670,Paul Delecroix,FRA,GK,Lorient,fr Ligue 1,27.0,1988.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
671,Cristian Dell'Orco,ITA,DF,Sassuolo,it Serie A,22.0,1994.0,8.6,0.0,0.0,0.0,8.0,5.0,0.0,16.0,14.0,16.0,0.0,0.0,0.0
672,Andy Delort,DZA,FW,Toulouse,fr Ligue 1,24.0,1991.0,13.5,0.0,0.0,0.0,28.0,18.0,7.0,19.0,1.0,7.0,0.0,0.0,0.0
673,Fabian Delph,GBR,MF,Manchester City,eng Premier League,26.0,1989.0,2.5,1.0,0.0,0.0,6.0,5.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0
674,Mousa Dembélé,BEL,MF,Tottenham,eng Premier League,29.0,1987.0,22.8,5.0,0.0,0.0,43.0,21.0,0.0,3.0,26.0,55.0,1.0,0.0,0.0
676,Ousmane Dembélé,FRA,"MF,FW",Dortmund,de Bundesliga,19.0,1997.0,22.6,7.0,0.0,0.0,23.0,62.0,5.0,98.0,22.0,22.0,0.0,0.0,0.0
677,Martín Demichelis,ARG,DF,Málaga,es La Liga,35.0,1980.0,7.5,3.0,0.0,0.0,6.0,6.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0
678,Martín Demichelis,ARG,DF,Espanyol,es La Liga,35.0,1980.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0
679,Kerem Demirbay,DEU,MF,Hoffenheim,de Bundesliga,23.0,1993.0,24.1,4.0,0.0,0.0,49.0,35.0,2.0,84.0,44.0,33.0,0.0,0.0,0.0
680,Diego Demme,DEU,MF,RB Leipzig,de Bundesliga,24.0,1991.0,31.9,4.0,0.0,0.0,78.0,73.0,1.0,30.0,100.0,90.0,0.0,1.0,0.0
681,Jason Denayer,BEL,"MF,DF",Sunderland,eng Premier League,21.0,1995.0,20.9,2.0,0.0,0.0,18.0,9.0,1.0,10.0,36.0,26.0,0.0,1.0,1.0
682,Fabio Depaoli,ITA,"MF,DF",Chievo,it Serie A,19.0,1997.0,5.0,2.0,2.0,1.0,10.0,11.0,0.0,17.0,16.0,13.0,0.0,0.0,0.0
683,Memphis Depay,NLD,"FW,MF",Manchester Utd,eng Premier League,22.0,1994.0,0.3,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0
684,Memphis Depay,NLD,"MF,FW",Lyon,fr Ligue 1,22.0,1994.0,13.2,1.0,0.0,0.0,13.0,25.0,5.0,61.0,8.0,10.0,1.0,0.0,0.0
685,Quentin Depehi,FRA,FW,Toulouse,fr Ligue 1,19.0,1997.0,0.1,0.0,0.0,,1.0,,,,,,,,
686,Mathieu Deplagne,FRA,DF,Montpellier,fr Ligue 1,24.0,1991.0,12.5,5.0,0.0,0.0,23.0,14.0,0.0,25.0,17.0,21.0,0.0,1.0,0.0
687,Mike van der Hoorn,NLD,DF,Swansea City,eng Premier League,23.0,1992.0,7.4,1.0,0.0,0.0,13.0,9.0,0.0,0.0,19.0,8.0,0.0,1.0,0.0
688,Daniele Dessena,ITA,MF,Cagliari,it Serie A,29.0,1987.0,13.2,4.0,1.0,0.0,11.0,20.0,0.0,14.0,17.0,26.0,0.0,0.0,0.0
689,Mattia Destro,ITA,FW,Bologna,it Serie A,25.0,1991.0,27.4,4.0,0.0,0.0,43.0,44.0,31.0,8.0,5.0,17.0,1.0,0.0,0.0
690,Gerard Deulofeu,ESP,"FW,MF",Everton,eng Premier League,22.0,1994.0,5.1,1.0,0.0,0.0,2.0,3.0,10.0,37.0,4.0,5.0,0.0,0.0,0.0
691,Gerard Deulofeu,ESP,"FW,MF",Milan,it Serie A,22.0,1994.0,16.2,4.0,0.0,0.0,17.0,22.0,12.0,73.0,11.0,13.0,0.0,0.0,0.0
692,Deyverson,BRA,FW,Alavés,es La Liga,25.0,1991.0,28.7,14.0,0.0,0.0,50.0,66.0,27.0,6.0,23.0,30.0,1.0,1.0,0.0
693,Federico Di Francesco,ITA,"FW,MF",Bologna,it Serie A,22.0,1994.0,12.1,3.0,1.0,0.0,25.0,27.0,8.0,33.0,7.0,11.0,0.0,0.0,0.0
694,Davide Di Gennaro,ITA,"MF,FW",Cagliari,it Serie A,28.0,1988.0,15.9,5.0,2.0,1.0,15.0,47.0,0.0,95.0,25.0,24.0,0.0,0.0,0.0
695,Ángel Di María,ARG,FW,Paris S-G,fr Ligue 1,28.0,1988.0,22.6,1.0,1.0,0.0,16.0,28.0,14.0,251.0,16.0,14.0,0.0,0.0,0.0
696,Nunzio Di Roberto,ITA,FW,Crotone,it Serie A,30.0,1985.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
697,Franco Di Santo,ARG,"FW,MF",Schalke 04,de Bundesliga,27.0,1989.0,3.6,2.0,0.0,0.0,10.0,13.0,4.0,5.0,3.0,5.0,0.0,0.0,0.0
698,Issiar Dia,SEN,FW,Nancy,fr Ligue 1,29.0,1987.0,22.2,3.0,0.0,0.0,22.0,49.0,16.0,45.0,16.0,10.0,0.0,1.0,0.0
699,Cheick Diabaté,MLI,FW,Metz,fr Ligue 1,28.0,1988.0,11.7,2.0,0.0,0.0,37.0,19.0,25.0,4.0,3.0,5.0,1.0,0.0,0.0
700,Abou Diaby,FRA,MF,Marseille,fr Ligue 1,30.0,1986.0,1.4,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
702,Fallou Diagne,SEN,MF,Metz,fr Ligue 1,26.0,1989.0,11.1,3.0,1.0,0.0,19.0,7.0,1.0,6.0,24.0,9.0,0.0,1.0,0.0
703,Fallou Diagne,SEN,DF,Werder Bremen,de Bundesliga,26.0,1989.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
704,Modou Diagne,SEN,DF,Nancy,fr Ligue 1,22.0,1994.0,20.5,1.0,1.0,0.0,13.0,7.0,2.0,0.0,49.0,23.0,0.0,0.0,0.0
705,Adama Diakhaby,FRA,MF,Rennes,fr Ligue 1,20.0,1996.0,8.1,2.0,0.0,0.0,4.0,16.0,2.0,16.0,9.0,13.0,0.0,0.0,0.0
706,Mouctar Diakhaby,GIN,DF,Lyon,fr Ligue 1,19.0,1996.0,21.4,5.0,0.0,0.0,19.0,16.0,2.0,1.0,37.0,23.0,2.0,0.0,0.0
707,Abdou Diallo,SEN,DF,Monaco,fr Ligue 1,20.0,1996.0,4.3,0.0,0.0,0.0,7.0,3.0,1.0,1.0,13.0,8.0,0.0,1.0,0.0
708,Habib Diallo,SEN,"FW,MF",Metz,fr Ligue 1,21.0,1995.0,9.2,0.0,0.0,0.0,14.0,10.0,8.0,5.0,3.0,4.0,1.0,0.0,0.0
709,Mustapha Diallo,SEN,MF,Guingamp,fr Ligue 1,30.0,1986.0,19.4,8.0,2.0,1.0,54.0,43.0,14.0,4.0,35.0,27.0,0.0,2.0,1.0
710,Sadio Diallo,GIN,"MF,FW",Bastia,fr Ligue 1,25.0,1990.0,15.7,3.0,0.0,0.0,21.0,47.0,3.0,23.0,19.0,12.0,0.0,0.0,0.0
711,Alessandro Diamanti,ITA,"FW,MF",Palermo,it Serie A,33.0,1983.0,18.9,8.0,1.0,0.0,37.0,76.0,10.0,135.0,8.0,25.0,0.0,0.0,0.0
712,Alou Diarra,FRA,MF,Nancy,fr Ligue 1,35.0,1981.0,14.3,7.0,0.0,0.0,33.0,12.0,1.0,1.0,36.0,32.0,0.0,2.0,0.0
713,Lassana Diarra,FRA,MF,Marseille,fr Ligue 1,31.0,1985.0,8.1,2.0,0.0,0.0,12.0,9.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0
714,Amadou Diawara,GIN,MF,Napoli,it Serie A,19.0,1997.0,11.6,1.0,0.0,0.0,13.0,11.0,0.0,1.0,24.0,18.0,0.0,0.0,0.0
715,Marcelo Díaz,CHL,MF,Celta Vigo,es La Liga,29.0,1986.0,18.3,5.0,0.0,0.0,25.0,13.0,0.0,23.0,33.0,19.0,0.0,0.0,0.0
716,Víctor Díaz,ESP,DF,Leganés,es La Liga,28.0,1988.0,20.1,6.0,0.0,0.0,42.0,15.0,0.0,63.0,52.0,43.0,0.0,1.0,0.0
717,Daniel Didavi,DEU,MF,Wolfsburg,de Bundesliga,26.0,1990.0,11.0,0.0,0.0,0.0,23.0,29.0,4.0,19.0,12.0,5.0,1.0,0.0,0.0
718,Thomas Didillon,FRA,GK,Metz,fr Ligue 1,20.0,1995.0,32.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
719,Étienne Didot,FRA,MF,Guingamp,fr Ligue 1,33.0,1983.0,23.8,6.0,0.0,0.0,38.0,30.0,2.0,97.0,38.0,43.0,0.0,0.0,0.0
720,Famara Diedhiou,SEN,FW,Angers,fr Ligue 1,23.0,1992.0,25.2,6.0,0.0,0.0,46.0,34.0,16.0,15.0,11.0,11.0,1.0,0.0,0.0
721,Dennis Diekmeier,DEU,DF,Hamburger SV,de Bundesliga,26.0,1989.0,19.8,6.0,2.0,1.0,23.0,18.0,1.0,56.0,34.0,37.0,0.0,1.0,0.0
722,Eric Dier,GBR,"DF,MF",Tottenham,eng Premier League,22.0,1994.0,33.8,6.0,0.0,0.0,25.0,19.0,3.0,20.0,37.0,34.0,0.0,0.0,0.0
723,Didier Digard,FRA,MF,Osasuna,es La Liga,30.0,1986.0,2.1,1.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
724,Lucas Digne,FRA,DF,Barcelona,es La Liga,23.0,1993.0,13.0,3.0,0.0,0.0,19.0,10.0,4.0,35.0,23.0,19.0,0.0,0.0,0.0
725,Kevin Diks,NLD,DF,Fiorentina,it Serie A,19.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Federico Dimarco,ITA,DF,Empoli,it Serie A,18.0,1997.0,7.2,2.0,0.0,0.0,9.0,4.0,0.0,51.0,11.0,11.0,0.0,0.0,0.0
728,Adama Diomande,NOR,"FW,MF",Hull City,eng Premier League,26.0,1990.0,13.0,1.0,0.0,0.0,20.0,16.0,10.0,4.0,8.0,22.0,0.0,0.0,0.0
729,Ismaël Diomandé,CIV,"MF,DF",Caen,fr Ligue 1,23.0,1992.0,8.8,3.0,0.0,0.0,10.0,5.0,0.0,6.0,23.0,17.0,0.0,0.0,0.0
730,Lois Diony,FRA,FW,Dijon,fr Ligue 1,23.0,1992.0,31.2,2.0,1.0,0.0,47.0,54.0,22.0,77.0,4.0,14.0,0.0,0.0,0.0
731,Issa Diop,FRA,DF,Toulouse,fr Ligue 1,19.0,1997.0,30.0,9.0,0.0,0.0,24.0,23.0,1.0,1.0,54.0,37.0,0.0,1.0,0.0
732,Papakouli Diop,SEN,MF,Espanyol,es La Liga,30.0,1986.0,10.1,6.0,0.0,0.0,33.0,13.0,0.0,2.0,21.0,15.0,0.0,0.0,0.0
733,Assane Dioussé,SEN,MF,Empoli,it Serie A,18.0,1997.0,26.8,13.0,0.0,0.0,52.0,23.0,0.0,6.0,62.0,37.0,0.0,2.0,0.0
734,Nabil Dirar,MAR,"MF,DF",Monaco,fr Ligue 1,30.0,1986.0,9.7,2.0,0.0,0.0,18.0,8.0,0.0,58.0,9.0,18.0,0.0,0.0,0.0
735,Koffi Djidji,CIV,"DF,MF",Nantes,fr Ligue 1,23.0,1992.0,27.7,7.0,0.0,0.0,37.0,10.0,2.0,2.0,61.0,41.0,0.0,2.0,0.0
736,Alexander Djiku,GHA,DF,Bastia,fr Ligue 1,21.0,1994.0,20.6,2.0,2.0,0.0,24.0,23.0,1.0,14.0,71.0,36.0,0.0,1.0,0.0
737,Papy Djilobodji,SEN,DF,Sunderland,eng Premier League,27.0,1988.0,17.5,5.0,2.0,1.0,22.0,16.0,2.0,5.0,54.0,18.0,0.0,0.0,0.0
738,Johan Djourou,CHE,DF,Hamburger SV,de Bundesliga,29.0,1987.0,12.7,6.0,0.0,0.0,23.0,3.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0
739,Dodô,BRA,DF,Sampdoria,it Serie A,24.0,1992.0,4.5,0.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,2.0,0.0,0.0,0.0
740,Keagan Dolly,ZAF,MF,Montpellier,fr Ligue 1,23.0,1993.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0
741,Jaume Doménech,ESP,GK,Valencia,es La Liga,25.0,1990.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
742,Giulio Donati,ITA,DF,Mainz 05,de Bundesliga,26.0,1990.0,31.1,4.0,0.0,0.0,29.0,41.0,2.0,67.0,87.0,73.0,1.0,0.0,0.0
743,Ji Dong-won,KOR,"FW,MF",Augsburg,de Bundesliga,25.0,1991.0,25.5,4.0,0.0,0.0,50.0,41.0,8.0,32.0,20.0,20.0,1.0,0.0,0.0
744,Anastasios Donis,GRC,"FW,MF",Nice,fr Ligue 1,19.0,1996.0,5.1,1.0,0.0,0.0,10.0,5.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0
745,Ryan Donk,SUR,"MF,DF",Betis,es La Liga,30.0,1986.0,9.5,3.0,0.0,0.0,14.0,10.0,0.0,2.0,24.0,16.0,0.0,0.0,0.0
746,Gianluigi Donnarumma,ITA,GK,Milan,it Serie A,17.0,1999.0,38.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
747,Godfred Donsah,GHA,MF,Bologna,it Serie A,20.0,1996.0,9.8,2.0,0.0,0.0,6.0,8.0,0.0,9.0,15.0,8.0,0.0,0.0,0.0
748,Férébory Doré,COG,FW,Angers,fr Ligue 1,27.0,1989.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
749,Dória,BRA,DF,Marseille,fr Ligue 1,21.0,1994.0,15.2,4.0,0.0,0.0,18.0,7.0,1.0,4.0,33.0,15.0,0.0,0.0,0.0
750,Gabriel Dos Santos,BRA,DF,Lille,fr Ligue 1,18.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Jonathan dos Santos,MEX,MF,Villarreal,es La Liga,26.0,1990.0,24.6,4.0,0.0,0.0,33.0,19.0,5.0,57.0,38.0,37.0,0.0,0.0,0.0
752,Mauro dos Santos,ARG,DF,Eibar,es La Liga,27.0,1989.0,8.5,1.0,0.0,0.0,6.0,5.0,0.0,1.0,18.0,9.0,0.0,0.0,0.0
754,Bas Dost,NLD,FW,Wolfsburg,de Bundesliga,27.0,1989.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,Abdoulaye Doucouré,MLI,MF,Watford,eng Premier League,23.0,1993.0,15.1,4.0,0.0,0.0,12.0,5.0,0.0,6.0,22.0,13.0,0.0,0.0,0.0
756,Douglas,BRA,"DF,MF",Sporting Gijón,es La Liga,25.0,1990.0,19.1,6.0,0.0,0.0,23.0,33.0,1.0,95.0,31.0,35.0,0.0,0.0,0.0
757,Cheick Doukouré,CIV,MF,Metz,fr Ligue 1,23.0,1992.0,25.1,7.0,3.0,1.0,43.0,11.0,1.0,11.0,65.0,69.0,0.0,0.0,0.0
758,Tongo Doumbia,MLI,MF,Toulouse,fr Ligue 1,26.0,1989.0,5.3,2.0,0.0,0.0,12.0,3.0,0.0,6.0,8.0,15.0,0.0,0.0,0.0
759,Stewart Downing,GBR,"MF,FW",Middlesbrough,eng Premier League,32.0,1984.0,24.6,1.0,0.0,0.0,9.0,14.0,6.0,165.0,34.0,20.0,0.0,0.0,0.0
760,Aleksandar Dragović,AUT,DF,Leverkusen,de Bundesliga,25.0,1991.0,14.0,1.0,0.0,0.0,14.0,13.0,1.0,0.0,32.0,8.0,0.0,0.0,0.0
761,Bartłomiej Drągowski,POL,GK,Fiorentina,it Serie A,18.0,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Boukary Dramé,SEN,"MF,DF",Atalanta,it Serie A,31.0,1985.0,7.1,1.0,0.0,0.0,5.0,8.0,0.0,27.0,13.0,16.0,0.0,0.0,0.0
763,Julian Draxler,DEU,FW,Paris S-G,fr Ligue 1,22.0,1993.0,11.2,2.0,0.0,0.0,9.0,12.0,4.0,25.0,12.0,7.0,1.0,0.0,0.0
764,Julian Draxler,DEU,"MF,FW",Wolfsburg,de Bundesliga,22.0,1993.0,11.7,0.0,0.0,0.0,17.0,11.0,4.0,32.0,9.0,7.0,0.0,0.0,0.0
