,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
38,Marley Ake,Marseille,1.1,2,2,1,1,0,1,3,33.3,2,0,0,0,1,3,1,0
39,Nathan Ake,Bournemouth,27.8,31,21,23,8,0,14,23,60.9,9,40,29,11,36,67,152,0
40,Chadrac Akolo,Amiens,6.0,16,8,8,6,2,5,12,41.7,7,6,1,5,5,21,5,0
41,Kevin Akpoguma,Hoffenheim,12.7,24,16,20,4,0,13,24,54.2,11,21,11,10,13,37,48,0
42,David Alaba,Bayern Munich,27.8,30,17,14,15,1,16,25,64.0,9,19,10,9,29,59,40,0
43,Sofiane Alakouch,Nîmes,15.6,45,26,25,13,7,25,48,52.1,23,13,2,11,23,68,39,3
44,Lucas Alario,Leverkusen,13.0,6,3,0,4,2,1,8,12.5,7,12,2,10,1,7,9,0
45,Jordi Alba,Barcelona,24.3,20,13,9,7,4,6,27,22.2,21,12,3,9,37,57,40,0
46,Luis Alberto,Lazio,34.6,50,30,21,19,10,27,82,32.9,55,32,1,31,21,71,9,1
47,Raul Albiol,Villarreal,36.0,43,23,27,16,0,18,27,66.7,9,29,21,8,42,85,175,2
48,Marc Albrighton,Leicester City,9.6,24,17,10,13,1,9,30,30.0,21,19,2,17,10,34,8,0
49,Paco Alcacer,Villarreal,10.3,3,3,2,1,0,1,7,14.3,6,4,1,3,2,5,10,0
50,Paco Alcacer,Dortmund,5.9,2,2,0,2,0,1,5,20.0,4,4,1,3,2,4,3,0
52,Thiago Alcantara,Bayern Munich,19.7,45,26,17,23,5,12,33,36.4,21,12,3,9,45,90,13,1
53,Ruben Alcaraz,Valladolid,21.4,61,30,37,20,4,30,63,47.6,33,46,15,31,15,76,41,0
54,Toby Alderweireld,Tottenham,32.9,40,29,24,13,3,11,24,45.8,13,48,32,16,31,71,172,2
55,Haitam Aleesami,Amiens,21.3,36,16,25,9,2,18,43,41.9,25,33,10,23,34,70,59,1
56,Alex Alegria,Mallorca,1.2,1,0,1,0,0,0,0,0.0,0,2,0,2,0,1,0,0
57,Carles Alena,Barcelona,1.9,2,1,1,1,0,1,4,25.0,3,1,0,1,0,2,0,0
58,Carles Alena,Betis,8.2,14,9,5,7,2,3,17,17.6,14,4,1,3,1,15,3,0
59,Runar Alex Runarsson,Dijon,10.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,3
60,Trent Alexander-Arnold,Liverpool,35.3,55,34,35,17,3,36,78,46.2,42,27,9,18,45,100,84,3
61,Enrico Alfonso,Brescia,3.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
62,Rachid Alioui,Angers,17.4,8,5,0,7,1,2,13,15.4,11,3,0,3,2,10,9,0
63,Alisson,Liverpool,28.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,13,3
64,Allan,Napoli,14.2,50,27,20,21,9,18,54,33.3,36,19,3,16,16,66,11,1
65,Dele Alli,Tottenham,20.5,34,16,11,20,3,13,37,35.1,24,35,3,32,17,51,17,2
66,Miguel Almiron,Newcastle Utd,33.6,60,39,32,20,8,19,52,36.5,33,25,1,24,31,91,25,0
67,Marcos Alonso,Chelsea,15.9,28,16,20,6,2,14,33,42.4,19,18,2,16,20,48,32,0
68,Mickael Alphonse,Dijon,15.3,39,25,26,12,1,23,37,62.2,14,19,3,16,17,56,64,0
69,Sergio Alvarez,Eibar,12.7,37,22,11,24,2,8,24,33.3,16,16,2,14,17,54,26,1
70,Sergio Alvarez,Celta Vigo,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
71,Yeray Alvarez,Athletic Club,31.2,36,19,28,7,1,17,30,56.7,13,33,22,11,62,98,138,2
72,Bruno Alves,Parma,29.7,17,11,12,5,0,8,13,61.5,5,30,21,9,25,42,150,2
73,Steven Alzate,Brighton,13.2,33,19,20,11,2,17,27,63.0,10,18,3,15,14,47,13,0
74,Ibrahim Amadou,Norwich City,8.4,18,11,9,8,1,3,11,27.3,8,8,5,3,16,34,55,1
75,Ibrahim Amadou,Leganés,8.6,16,9,5,9,2,4,11,36.4,7,5,0,5,12,28,6,0
76,Romain Amalfitano,Dijon,18.8,43,27,18,21,4,21,61,34.4,40,23,9,14,36,79,14,2
78,Amath,Getafe,0.7,2,1,1,1,0,0,5,0.0,5,2,0,2,0,2,0,0
79,Jordan Amavi,Marseille,24.0,55,29,31,19,5,31,64,48.4,33,27,6,21,56,111,97,0
80,Thierry Ambrose,Metz,6.1,7,5,2,2,3,2,7,28.6,5,3,0,3,3,10,3,0
81,Kelvin Amian,Toulouse,18.1,27,21,21,5,1,14,25,56.0,11,14,7,7,18,45,56,0
82,Nadiem Amiri,Leverkusen,20.6,26,16,7,15,4,16,34,47.1,18,12,2,10,14,40,8,1
83,Ethan Ampadu,RB Leipzig,0.9,5,4,3,2,0,1,1,100.0,0,3,1,2,1,6,3,0
84,Opoku Ampomah,Düsseldorf,5.6,9,4,3,4,2,3,12,25.0,9,3,0,3,4,13,5,0
85,Sofyan Amrabat,Hellas Verona,32.4,58,36,26,21,11,26,55,47.3,29,29,10,19,31,89,15,1
86,Joachim Andersen,Lyon,17.0,17,9,15,2,0,7,19,36.8,12,16,12,4,10,27,74,2
87,Djavan Anderson,Lazio,1.9,0,0,0,0,0,0,0,0.0,0,1,0,1,3,3,3,0
88,Felipe Anderson,West Ham,16.6,46,32,20,21,5,11,47,23.4,36,19,1,18,22,68,11,0
89,Sebastian Andersson,Union Berlin,29.8,20,10,0,12,8,4,19,21.1,15,19,3,16,5,25,36,0
90,Florin Andone,Brighton,0.8,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0
91,Benjamin Andre,Lille,22.8,72,44,31,35,6,29,74,39.2,45,32,9,23,59,131,40,1
92,Lorenzo Andrenacci,Brescia,5.9,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
93,Robert Andrich,Union Berlin,28.6,52,27,28,18,6,19,60,31.7,41,27,7,20,47,99,36,0
94,Victorien Angban,Metz,11.4,23,18,11,11,1,11,24,45.8,13,9,2,7,8,31,5,0
95,Miguel Angel Guerrero,Leganés,8.8,1,0,0,1,0,1,10,10.0,9,4,0,4,2,3,4,0
96,Jose Angel,Eibar,26.2,54,31,26,25,3,26,43,60.5,17,23,7,16,33,87,61,1
97,Miguel Angel Moya,Real Sociedad,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,2
98,Angelino,Manchester City,4.7,5,2,3,1,1,5,7,71.4,2,1,0,1,9,14,15,0
99,Angelino,RB Leipzig,12.2,15,9,7,5,3,5,15,33.3,10,14,1,13,19,34,24,0
100,Faustino Anjorin,Chelsea,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
101,Peter Ankersen,Genoa,11.8,16,4,7,7,2,4,13,30.8,9,19,5,14,9,25,25,1
102,Cristian Ansaldi,Torino,19.6,37,25,24,7,6,19,34,55.9,15,23,3,20,14,51,20,4
104,Janis Antiste,Toulouse,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
105,Michail Antonio,West Ham,19.6,13,9,5,4,4,4,14,28.6,10,17,2,15,9,22,5,0
106,Antonito,Valladolid,11.4,26,18,19,7,0,12,20,60.0,8,9,0,9,15,41,20,1
107,Mirko Antonucci,Roma,0.9,4,3,1,0,3,3,3,100.0,0,2,0,2,2,6,1,0
108,Vitorino Antunes,Getafe,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
109,Christopher Antwi-Adjei,Paderborn 07,27.4,25,16,13,9,3,9,33,27.3,24,29,2,27,15,40,14,0
110,Anuar,Valladolid,2.1,4,2,1,2,1,2,6,33.3,4,7,3,4,5,9,0,0
111,Houssem Aouar,Lyon,21.7,28,12,6,18,4,10,35,28.6,25,15,1,14,13,41,11,0
112,Adil Aouchiche,Paris S-G,0.7,3,2,1,2,0,2,4,50.0,2,3,0,3,0,3,0,0
113,Dennis Appiah,Nantes,17.8,58,35,32,20,6,28,52,53.8,24,9,3,6,23,81,34,0
114,Mauro Arambarri,Getafe,34.1,72,33,24,40,8,31,69,44.9,38,52,5,47,43,115,40,2
115,Guilherme Arana,Atalanta,0.9,4,4,1,3,0,3,5,60.0,2,0,0,0,2,6,0,0
116,Charles Aranguiz,Leverkusen,23.5,56,37,19,29,8,27,74,36.5,47,27,6,21,22,78,21,1
117,Luiz Araujo,Lille,9.2,20,11,3,8,9,5,31,16.1,26,14,0,14,4,24,6,0
118,Nestor Araujo,Celta Vigo,32.1,44,27,35,8,1,22,36,61.1,14,26,18,8,52,96,142,0
119,Ronald Araujo,Barcelona,2.6,3,2,2,1,0,1,1,100.0,0,6,2,4,0,3,9,0
120,Anaitz Arbilla,Eibar,22.3,33,20,23,8,2,16,34,47.1,18,20,4,16,29,62,82,0
121,Alphonse Areola,Real Madrid,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
122,Alphonse Areola,Paris S-G,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1
123,Santiago Arias,Atlético Madrid,12.0,36,24,20,12,4,10,18,55.6,8,12,7,5,19,55,20,1
124,Nicolo Armini,Lazio,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
125,Stuart Armstrong,Southampton,19.1,32,19,19,11,2,9,38,23.7,29,22,4,18,11,43,23,1
126,Jose Arnaiz,Osasuna,8.8,3,2,0,2,1,0,12,0.0,12,7,0,7,5,8,5,0
127,Jose Arnaiz,Leganés,3.7,3,0,1,2,0,2,5,40.0,3,4,0,4,2,5,1,0
128,Maximilian Arnold,Wolfsburg,31.3,42,24,15,23,4,16,62,25.8,46,25,6,19,25,67,35,0
130,Kepa Arrizabalaga,Chelsea,33.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,7,2
131,Kwadwo Asamoah,Inter,7.1,10,8,4,5,1,6,14,42.9,8,8,1,7,9,19,13,0
132,Santiago Ascacibar,Hertha BSC,7.0,26,13,15,11,0,11,28,39.3,17,13,2,11,16,42,13,0
133,Sergio Asenjo,Villarreal,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,15,1
134,Marco Asensio,Real Madrid,3.7,4,3,3,1,0,1,4,25.0,3,2,0,2,1,5,4,0
135,Kristoffer Askildsen,Sampdoria,0.8,1,1,1,0,0,0,0,0.0,0,1,0,1,1,2,0,0
136,Iago Aspas,Celta Vigo,36.2,29,19,7,9,13,12,45,26.7,33,16,1,15,22,51,7,0
137,Roger Assale,Leganés,5.9,3,2,1,0,2,1,9,11.1,8,8,0,8,0,3,1,0
138,Youcef Atal,Nice,11.1,24,11,15,6,3,13,31,41.9,18,12,1,11,24,48,11,1
139,Miguel Atienza,Eibar,0.3,1,1,0,1,0,1,2,50.0,1,1,1,0,2,3,1,0
140,Christian Atsu,Newcastle Utd,8.3,10,8,5,5,0,5,14,35.7,9,19,0,19,5,15,9,0
141,Pierre-Emerick Aubameyang,Arsenal,34.8,31,19,10,12,9,12,51,23.5,39,39,1,38,14,45,16,0
142,Emil Audero,Sampdoria,36.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,21,1
143,Tommaso Augello,Sampdoria,12.6,14,9,6,3,5,5,7,71.4,2,8,0,8,15,29,21,1
144,Jean-Kevin Augustin,Monaco,3.0,3,0,1,2,0,1,6,16.7,5,2,0,2,3,6,0,0
145,Ludwig Augustinsson,Werder Bremen,10.3,29,12,15,9,5,12,23,52.2,11,19,5,14,10,39,29,0
146,Serge Aurier,Tottenham,30.0,93,69,58,27,8,39,69,56.5,30,38,6,32,47,140,98,2
147,Mathias Autret,Brest,13.6,23,17,5,11,7,8,25,32.0,17,14,1,13,10,33,3,0
148,Ezequiel Avila,Osasuna,17.7,17,12,6,7,4,6,18,33.3,12,12,0,12,3,20,5,0
149,Javier Aviles,Leganés,2.0,9,7,2,7,0,2,4,50.0,2,3,0,3,3,12,1,0
150,Chidozie Awaziem,Leganés,22.2,34,22,29,5,0,16,27,59.3,11,26,15,11,28,62,73,1
151,Taiwo Awoniyi,Mainz 05,5.4,2,0,0,2,0,0,4,0.0,4,4,2,2,2,4,3,0
152,Florian Aye,Brescia,15.3,17,9,9,5,3,6,13,46.2,7,17,2,15,4,21,18,1
153,Jordan Ayew,Crystal Palace,35.0,48,30,10,22,16,17,49,34.7,32,29,4,25,15,63,21,0
154,Kaan Ayhan,Düsseldorf,30.3,38,25,26,11,1,20,37,54.1,17,28,15,13,45,83,72,1
156,Ramon Azeez,Granada,15.1,11,8,2,8,1,7,19,36.8,12,8,2,6,19,30,11,1
157,Cesar Azpilicueta,Chelsea,35.9,86,56,40,32,14,35,69,50.7,34,56,21,35,67,153,94,0
158,Ludovic Baal,Brest,9.2,27,15,13,12,2,10,22,45.5,12,9,3,6,17,44,20,0
159,Iddrisu Baba,Mallorca,32.3,59,37,26,29,4,20,70,28.6,50,31,8,23,39,98,42,0
160,Khouma Babacar,Lecce,15.8,12,8,2,6,4,1,7,14.3,6,12,3,9,3,15,34,0
161,Carlos Bacca,Villarreal,7.6,5,1,1,2,2,2,6,33.3,4,4,0,4,0,5,7,0
162,Milan Badelj,Fiorentina,17.6,29,17,10,16,3,15,50,30.0,35,21,3,18,45,74,34,1
163,Matthias Bader,Köln,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
164,Benoit Badiashile,Monaco,15.7,18,12,12,5,1,6,12,50.0,6,20,11,9,27,45,57,1
165,Bastian Badu,Montpellier,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
166,Alex Baena,Villarreal,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
167,Stephane Bahoken,Angers,10.1,7,4,1,2,4,1,7,14.3,6,4,1,3,2,9,2,0
168,Daniel Baier,Augsburg,21.6,33,17,14,14,5,15,43,34.9,28,19,7,12,58,91,27,0
169,Leon Bailey,Leverkusen,12.1,6,3,1,5,0,6,16,37.5,10,9,0,9,8,14,3,0
170,Eric Bailly,Manchester Utd,1.7,0,0,0,0,0,0,1,0.0,1,3,3,0,4,4,7,1
171,Denys Bain,Brest,14.1,21,14,15,6,0,9,9,100.0,0,13,10,3,28,49,66,0
172,Leighton Baines,Everton,4.5,10,6,6,2,2,8,10,80.0,2,5,2,3,5,15,14,0
173,Stefan Bajic,Saint-Étienne,1.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,2,0
174,Tiemoue Bakayoko,Monaco,19.1,48,24,16,27,5,29,54,53.7,25,12,4,8,29,77,17,0
175,Lewis Baker,Düsseldorf,6.1,8,5,6,2,0,2,10,20.0,8,5,2,3,2,10,5,0
176,Mitchel Bakker,Paris S-G,1.0,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0
177,Ridle Baku,Mainz 05,26.1,54,31,25,22,7,26,53,49.1,27,45,7,38,42,96,57,0
178,Fabian Balbuena,West Ham,13.1,17,12,13,3,1,9,25,36.0,16,15,5,10,26,43,75,3
179,Keita Balde,Monaco,9.5,6,5,1,1,4,3,9,33.3,6,4,1,3,2,8,7,1
180,George Baldock,Sheffield Utd,38.0,62,43,35,17,10,27,47,57.4,20,26,3,23,34,96,83,3
182,Gareth Bale,Real Madrid,12.1,9,5,5,2,2,3,14,21.4,11,8,2,6,6,15,9,0
183,Mikel Balenziaga,Athletic Club,6.3,15,10,4,10,1,9,11,81.8,2,4,1,3,2,17,20,0
184,Leonardo Balerdi,Dortmund,1.5,2,1,1,1,0,2,2,100.0,0,0,0,0,4,6,3,0
185,Marco Ballarini,Udinese,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
186,Fode Ballo-Toure,Monaco,18.7,36,25,21,11,4,17,32,53.1,15,10,1,9,24,60,45,0
187,Florent Balmont,Dijon,4.5,12,6,5,7,0,7,12,58.3,5,6,0,6,1,13,3,0
188,Mario Balotelli,Brescia,15.6,2,2,0,2,0,0,2,0.0,2,1,1,0,8,10,22,0
189,Abdoulaye Bamba,Angers,6.2,10,7,7,1,2,8,15,53.3,7,4,1,3,4,14,18,0
190,Jonathan Bamba,Lille,21.5,12,6,5,5,2,7,29,24.1,22,19,3,16,16,28,8,2
191,Ever Banega,Sevilla,27.5,43,28,16,18,9,21,70,30.0,49,19,1,18,15,58,5,0
192,Mattia Bani,Bologna,24.5,47,28,27,19,1,25,36,69.4,11,29,15,14,52,99,92,2
193,Antonin Barak,Udinese,2.2,5,4,3,0,2,1,5,20.0,4,6,1,5,0,5,4,0
194,Antonin Barak,Lecce,15.2,19,10,9,10,0,6,24,25.0,18,18,1,17,9,28,20,2
195,Federico Barba,Valladolid,5.0,12,6,10,2,0,7,9,77.8,2,5,2,3,8,20,12,0
196,Danilo Barbosa,Nice,12.5,28,21,17,9,2,13,29,44.8,16,21,6,15,20,48,38,0
197,Melvin Bard,Lyon,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
198,Enis Bardhi,Levante,23.5,24,11,7,15,2,8,35,22.9,27,15,4,11,15,39,19,0
199,Phil Bardsley,Burnley,21.0,49,36,16,24,9,24,37,64.9,13,24,11,13,30,79,73,0
200,Nicolo Barella,Inter,22.4,36,21,14,15,7,8,37,21.6,29,20,5,15,14,50,14,0
201,Philipp Bargfrede,Werder Bremen,6.5,15,12,8,5,2,6,23,26.1,17,8,2,6,16,31,15,0
202,Antonino Barilla,Parma,18.8,43,31,22,19,2,16,45,35.6,29,26,8,18,17,60,32,0
203,Kike Barja,Osasuna,3.5,1,1,1,0,0,1,1,100.0,0,3,1,2,0,1,2,0
204,Ross Barkley,Chelsea,12.3,16,9,6,6,4,5,18,27.8,13,7,2,5,7,23,7,0
205,Aymen Barkok,Düsseldorf,0.9,1,1,0,0,1,0,2,0.0,2,2,0,2,3,4,1,0
206,Ashley Barnes,Burnley,15.0,10,5,3,5,2,3,9,33.3,6,7,2,5,6,16,9,0
208,Harvey Barnes,Leicester City,23.1,16,11,7,7,2,5,23,21.7,18,13,3,10,8,24,6,1
209,Antonio Barragan,Betis,7.1,7,5,4,2,1,3,6,50.0,3,2,2,0,8,15,22,0
210,Antonio Barreca,Genoa,12.2,10,7,5,3,2,4,5,80.0,1,12,7,5,1,11,22,0
211,Leandro Barreiro Martins,Mainz 05,10.4,38,21,16,19,3,14,29,48.3,15,18,3,15,9,47,18,1
212,Ander Barrenetxea,Real Sociedad,4.9,12,9,5,5,2,4,10,40.0,6,3,0,3,3,15,4,0
213,Edgar Barreto,Sampdoria,1.0,4,3,0,1,3,2,3,66.7,1,1,0,1,0,4,0,0
214,Musa Barrow,Bologna,15.0,20,13,11,7,2,6,20,30.0,14,15,0,15,5,25,11,0
215,Musa Barrow,Atalanta,2.1,1,1,0,0,1,1,4,25.0,3,4,0,4,0,1,1,0
216,Fin Bartels,Werder Bremen,3.8,9,5,4,4,1,3,12,25.0,9,3,1,2,1,10,1,0
217,Marc Bartra,Betis,28.0,62,34,39,23,0,27,54,50.0,27,45,24,21,35,97,127,0
218,Daniele Baselli,Torino,14.2,43,23,17,19,7,13,40,32.5,27,20,4,16,25,68,25,0
219,Chris Basham,Sheffield Utd,36.0,85,48,58,20,7,48,81,59.3,33,38,15,23,77,162,173,1
220,Toma Basic,Bordeaux,11.0,26,22,9,16,1,12,27,44.4,15,14,2,12,9,35,12,1
221,Thomas Basila,Nantes,4.6,6,3,2,4,0,4,4,100.0,0,0,0,0,4,10,14,0
222,Gil Bastiao Dias,Granada,4.0,19,14,10,6,3,7,17,41.2,10,4,1,3,3,22,7,0
223,Gil Bastiao Dias,Monaco,11.7,53,33,30,21,2,29,58,50.0,29,15,1,14,13,66,22,1
224,Borja Baston,Aston Villa,0.2,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,0,1
225,Alessandro Bastoni,Inter,21.3,32,17,14,11,7,15,24,62.5,9,18,9,9,26,58,54,0
226,Bastos,Lazio,8.5,9,5,6,3,0,4,11,36.4,7,13,8,5,13,22,26,0
227,Oliver Batista-Meier,Bayern Munich,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
228,Michy Batshuayi,Chelsea,2.7,4,1,2,2,0,0,5,0.0,5,1,1,0,0,4,1,0
229,Cristian Battocchio,Brest,15.5,31,24,13,13,5,14,36,38.9,22,13,4,9,19,50,21,0
230,Oliver Baumann,Hoffenheim,30.0,0,0,0,0,0,0,0,0.0,0,1,0,1,3,3,15,0
231,Julian Baumgartlinger,Leverkusen,19.9,42,21,15,21,6,18,42,42.9,24,37,4,33,20,62,16,1
232,Christoph Baumgartner,Hoffenheim,16.6,32,17,15,16,1,10,37,27.0,27,25,1,24,8,40,13,0
234,Noah Joel Sarenren Bazee,Augsburg,4.2,4,3,0,4,0,1,4,25.0,3,2,1,1,5,9,4,0
235,Ihlas Bebou,Hoffenheim,23.4,27,15,9,13,5,8,23,34.8,15,25,4,21,11,38,25,0
236,Rodrigo Becao,Udinese,24.6,56,25,34,19,3,26,46,56.5,20,40,20,20,45,101,77,0
237,Sheraldo Becker,Union Berlin,6.0,2,1,2,0,0,1,3,33.3,2,1,0,1,0,2,1,0
238,Timo Becker,Schalke 04,3.7,10,9,3,6,1,5,9,55.6,4,6,1,5,3,13,8,0
239,Jan Bednarek,Southampton,34.0,65,38,41,18,6,31,61,50.8,30,44,23,21,77,142,198,4
240,Asmir Begovic,Milan,1.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
241,Valon Behrami,Genoa,12.3,34,26,13,17,4,8,32,25.0,24,25,10,15,9,43,16,0
242,Maximilian Beier,Hoffenheim,1.2,5,2,0,1,4,1,2,50.0,1,2,0,2,0,5,0,0
243,Gaetan Belaud,Brest,6.4,13,7,10,2,1,4,8,50.0,4,8,3,5,15,28,15,0
244,Ishak Belfodil,Hoffenheim,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
245,Haris Belkebla,Brest,20.2,44,24,17,17,10,10,28,35.7,18,25,5,20,53,97,21,2
246,Raoul Bellanova,Atalanta,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
247,Raoul Bellanova,Bordeaux,0.7,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
248,Karim Bellarabi,Leverkusen,15.8,19,11,9,7,3,9,28,32.1,19,16,0,16,10,29,4,0
249,Jean-Ricner Bellegarde,Strasbourg,16.6,40,27,18,19,3,13,21,61.9,8,16,3,13,22,62,6,0
250,Hector Bellerin,Arsenal,12.9,20,13,7,11,2,11,29,37.9,18,20,4,16,19,39,27,1
251,Andrea Belotti,Torino,33.4,29,16,7,17,5,5,31,16.1,26,23,5,18,5,34,20,1
252,Fran Beltran,Celta Vigo,20.3,31,19,15,12,4,11,35,31.4,24,14,1,13,14,45,17,0
253,Sami Ben Amar,Nîmes,0.2,1,1,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0
254,Hatem Ben Arfa,Valladolid,1.8,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0
255,Wissam Ben Yedder,Monaco,24.0,22,16,2,12,8,8,19,42.1,11,12,0,12,4,26,1,0
